5,14,0,0
10,14,0,0
15,14,0,0
20,19,0,0
25,20,4,8
30,24,11,13
35,26,15,17
40,29,19,21
45,30,22,22
50,30,22,22
55,30,22,27
60,35,29,30
65,35,30,30
70,35,30,30
75,35,30,30
80,35,30,30
85,35,30,30
90,35,30,30
95,35,30,30
100,35,30,30
105,35,30,30
110,35,30,35
115,35,35,35
120,35,35,35
125,35,35,35
130,35,35,35
135,35,35,35
140,35,35,35
145,35,35,35
150,35,35,35
155,35,35,35
160,35,35,35
165,35,35,35
170,35,35,35
175,35,35,35
180,35,35,35
185,35,35,35
190,35,35,35
195,35,35,35
200,35,35,35
205,35,35,35
210,35,35,35
215,35,35,35
220,35,35,35
225,35,35,35
230,35,35,35
235,35,35,35
240,35,35,35
245,35,35,35
250,35,35,35
255,35,35,35
260,35,35,35
265,35,35,35
270,35,35,35
275,35,35,35
280,35,35,35
285,35,35,35
290,35,35,35
295,35,35,35
300,35,35,35
305,35,35,35
310,35,35,35
315,35,35,35
320,35,35,35
325,35,35,35
330,35,35,35
335,35,35,35
340,35,35,35
345,35,35,35
350,35,35,35
355,35,35,35
360,35,35,35
365,35,35,35
370,35,35,35
375,35,35,35
380,35,35,35
385,35,35,35
390,35,35,35
395,35,35,35
400,35,35,35
405,35,35,35
410,35,35,35
415,35,35,35
420,35,35,35
425,35,35,35
430,35,35,35
435,35,35,35
440,35,35,35
445,35,35,35
450,35,35,35
455,35,35,35
460,35,35,35
465,35,35,35
470,35,35,35
475,35,35,35
480,35,35,35
485,35,35,35
490,35,35,35
495,35,35,35
500,35,35,35
505,35,35,35
510,35,35,35
515,35,35,35
520,35,35,35
525,35,35,35
530,35,35,35
535,35,35,35
540,35,35,35
545,35,35,35
550,35,35,35
555,35,35,35
560,35,35,35
565,35,35,35
570,35,35,35
575,35,35,35
580,35,35,35
585,35,35,35
590,35,35,35
595,35,35,35
600,35,35,35
605,35,35,35
610,35,35,35
615,35,35,35
620,35,35,35
625,35,35,35
630,35,35,35
635,35,35,35
640,35,35,35
645,35,35,35
650,35,35,35
655,35,35,35
660,35,35,35
665,35,35,35
670,35,35,35
675,35,35,35
680,35,35,35
685,35,35,35
690,35,35,35
