5,8,0,0
10,12,0,0
15,18,0,0
20,18,0,0
25,18,0,0
30,20,0,0
35,20,0,0
40,20,0,0
45,22,0,0
50,22,0,0
55,22,0,0
60,22,0,0
65,22,0,0
70,22,0,0
75,22,0,0
80,22,0,0
85,22,0,0
90,22,0,0
95,22,0,0
100,22,0,0
105,22,0,0
110,22,0,0
115,22,0,0
120,22,0,0
125,22,0,0
130,22,0,0
135,22,0,0
140,22,0,0
145,22,0,0
150,22,0,0
155,22,0,0
160,22,0,0
165,22,0,0
170,28,0,0
175,28,0,0
180,28,0,0
185,28,0,0
190,28,0,0
195,28,0,0
200,28,0,0
205,28,0,0
210,28,0,0
215,28,0,0
220,28,0,0
225,28,0,0
230,28,0,0
235,28,0,0
240,28,0,0
245,28,0,0
250,28,0,0
255,28,0,0
260,28,0,0
265,28,0,7
270,28,0,0
275,28,0,0
280,28,0,0
285,28,0,0
290,28,0,0
295,30,0,0
300,30,0,0
305,30,0,0
310,30,0,0
315,30,0,0
320,30,0,0
325,30,0,0
330,33,0,0
335,33,0,0
340,33,0,0
345,33,0,0
350,33,0,0
355,33,0,0
360,33,0,0
365,33,0,0
370,33,0,0
375,33,0,0
380,33,0,0
385,38,0,0
390,38,0,0
395,38,0,0
400,38,0,0
405,38,0,0
410,38,0,0
415,38,0,0
420,38,0,0
425,38,0,0
430,38,0,0
435,38,0,0
440,38,0,0
445,38,0,0
450,38,0,0
455,38,0,0
460,38,0,0
465,38,0,0
470,38,0,0
475,38,0,0
480,38,0,0
485,38,0,0
490,38,0,0
