5,1.64596e+08,4.47235e+07,2.2457e+07
10,4.58342e+08,1.7235e+06,1.17144e+06
15,4.58342e+08,3.63033e+06,-3.35967e+06
20,4.58342e+08,3.60477e+06,-385311
25,4.58342e+08,-3.81582e+06,-6.10981e+06
30,5.74408e+08,35579.5,-948300
35,5.85896e+08,-370034,-2.78266e+06
40,6.75678e+08,-651497,3.05733e+07
45,6.75678e+08,618695,1.38232e+07
50,6.93939e+08,657302,-6.05327e+06
55,6.93939e+08,2.10965e+06,-545173
60,6.93939e+08,6.08582e+06,-1.37537e+06
65,7.21486e+08,279230,-1.32526e+06
70,7.21486e+08,-3.00847e+06,3.81406e+06
75,7.40986e+08,4.99999e+06,-4.8207e+07
80,7.99794e+08,2.13905e+07,-4.95742e+06
85,8.82126e+08,-1.09896e+06,1.1153e+06
90,8.82126e+08,276541,1.45197e+06
95,8.82126e+08,2.11767e+07,2.41216e+06
100,8.85685e+08,6.05972e+06,-2.59298e+06
105,1.01713e+09,-3.35837e+06,-365957
110,1.01713e+09,-3.83014e+06,3.49879e+06
115,1.01713e+09,158693,479275
120,1.01713e+09,-5.75105e+06,3.31096e+06
125,1.01713e+09,-4.75097e+06,9.01487e+06
130,1.01713e+09,2.56681e+06,1.65295e+06
135,1.27891e+09,6.71078e+07,-99998.3
140,1.27891e+09,-7.36204e+06,-1.70365e+07
145,1.27891e+09,-1.17055e+07,1.49378e+06
150,1.27891e+09,-40393.4,3.94807e+07
155,1.27891e+09,517138,-332737
160,1.27891e+09,434740,-900991
165,1.27891e+09,1.99502e+06,544844
170,1.27891e+09,2.47726e+06,2.2429e+06
175,1.27891e+09,-2.67014e+06,2.50486e+08
180,1.27891e+09,-70619,221943
185,1.27891e+09,-300730,119870
190,1.27891e+09,1.11687e+07,97152.4
195,1.27891e+09,1.40755e+06,1.01885e+07
200,1.27891e+09,-1.31874e+07,1.48036e+07
205,1.27891e+09,-501601,629606
210,1.27891e+09,-2.58597e+07,567675
215,1.27891e+09,537853,76459.7
220,1.27891e+09,1.70432e+07,-1.40255e+07
225,1.27891e+09,-3.88709e+07,-382069
230,1.27891e+09,325650,129031
235,1.27891e+09,5.78057e+06,1.4921e+07
240,1.27891e+09,-203784,6.03065e+07
245,1.27891e+09,9.11635e+06,-5.80054e+06
250,1.27891e+09,-9.74238e+06,2.27806e+06
255,1.27891e+09,820234,-142146
