5,1.64596e+08,2.08319e+06,7.25619e+06
10,3.55416e+08,1.21716e+07,2.41365e+07
15,4.06841e+08,2.87339e+07,4.8976e+07
20,4.68348e+08,5.87785e+07,8.7348e+07
25,6.84808e+08,9.68529e+07,1.46922e+08
30,7.31236e+08,1.56083e+08,2.03689e+08
35,8.49317e+08,2.10782e+08,2.91766e+08
40,8.58912e+08,3.07657e+08,3.76176e+08
45,8.82126e+08,3.87125e+08,4.53623e+08
50,8.82126e+08,4.56793e+08,5.17411e+08
55,8.82126e+08,5.17411e+08,5.89322e+08
60,8.82126e+08,5.80346e+08,6.29203e+08
65,8.82126e+08,6.29203e+08,6.71947e+08
70,8.82126e+08,6.71947e+08,7.05701e+08
75,1.02079e+09,7.21486e+08,7.78747e+08
80,1.02079e+09,7.78747e+08,7.89271e+08
85,1.02079e+09,7.89271e+08,7.99794e+08
90,1.02079e+09,7.99794e+08,7.99794e+08
95,1.02079e+09,7.99794e+08,7.99794e+08
100,1.02079e+09,7.99794e+08,8.58912e+08
105,1.12587e+09,8.49317e+08,8.58912e+08
110,1.12587e+09,8.58912e+08,8.58912e+08
115,1.12587e+09,8.58912e+08,8.58912e+08
120,1.12587e+09,8.58912e+08,8.58912e+08
125,1.12587e+09,8.58912e+08,8.82126e+08
130,1.12587e+09,8.82126e+08,8.82126e+08
135,1.12587e+09,8.82126e+08,8.82126e+08
140,1.12587e+09,8.82126e+08,8.82126e+08
145,1.12587e+09,8.82126e+08,8.82126e+08
150,1.12587e+09,8.82126e+08,8.82126e+08
155,1.14088e+09,8.82126e+08,8.82126e+08
160,1.14088e+09,8.82126e+08,8.82126e+08
165,1.14088e+09,8.82126e+08,8.82126e+08
170,1.14088e+09,8.82126e+08,8.82126e+08
175,1.14088e+09,8.82126e+08,8.82126e+08
180,1.14088e+09,8.82126e+08,8.82126e+08
185,1.14088e+09,8.82126e+08,8.82126e+08
190,1.14088e+09,8.82126e+08,8.82126e+08
195,1.14088e+09,8.82126e+08,8.82126e+08
200,1.14088e+09,8.82126e+08,8.82126e+08
205,1.14088e+09,8.82126e+08,8.82126e+08
210,1.14088e+09,8.82126e+08,8.82126e+08
215,1.14088e+09,8.82126e+08,8.82126e+08
220,1.14088e+09,8.82126e+08,8.82126e+08
225,1.14088e+09,8.82126e+08,8.82126e+08
230,1.14088e+09,8.82126e+08,8.82126e+08
235,1.14088e+09,8.82126e+08,8.82126e+08
240,1.14088e+09,8.82126e+08,8.82126e+08
245,1.1563e+09,8.82126e+08,8.82126e+08
250,1.1563e+09,8.82126e+08,8.82126e+08
255,1.1563e+09,8.82126e+08,8.82126e+08
260,1.1563e+09,8.82126e+08,8.82126e+08
265,1.1563e+09,8.82126e+08,8.82126e+08
270,1.1563e+09,8.82126e+08,8.82126e+08
275,1.1563e+09,8.82126e+08,8.82126e+08
280,1.1563e+09,8.82126e+08,8.82126e+08
285,1.1563e+09,8.82126e+08,8.82126e+08
290,1.1563e+09,8.82126e+08,8.82126e+08
295,1.1563e+09,8.82126e+08,8.82126e+08
300,1.1563e+09,8.82126e+08,8.82126e+08
305,1.1563e+09,8.82126e+08,8.82126e+08
310,1.1563e+09,8.82126e+08,8.82126e+08
315,1.1563e+09,8.82126e+08,8.82126e+08
320,1.1563e+09,8.82126e+08,8.82126e+08
325,1.1563e+09,8.82126e+08,8.82126e+08
330,1.1563e+09,8.82126e+08,8.82126e+08
335,1.1563e+09,8.82126e+08,8.82126e+08
340,1.1563e+09,8.82126e+08,8.82126e+08
345,1.1563e+09,8.82126e+08,8.82126e+08
